From	To	Species	Gene Name
56292	Q3V4D5_MOUSE	Mus musculus	ARD1 homolog A, N-acetyltransferase (S. cerevisiae)
56292	Q8BJV4_MOUSE	Mus musculus	ARD1 homolog A, N-acetyltransferase (S. cerevisiae)
54711	Q8CFT9_MOUSE	Mus musculus	pleiomorphic adenoma gene-like 2
54711	Q3UZI7_MOUSE	Mus musculus	pleiomorphic adenoma gene-like 2
54711	Q925T4_MOUSE	Mus musculus	pleiomorphic adenoma gene-like 2
54711	Q9QZJ1_MOUSE	Mus musculus	pleiomorphic adenoma gene-like 2
54711	Q6ZQG6_MOUSE	Mus musculus	pleiomorphic adenoma gene-like 2
666730	ZZZ3_MOUSE	Mus musculus	zinc finger, ZZ domain containing 3; predicted gene 8261
208211	ALG1_MOUSE	Mus musculus	asparagine-linked glycosylation 1 homolog (yeast, beta-1,4-mannosyltransferase)
16341	Q6LCK2_MOUSE	Mus musculus	eukaryotic translation initiation factor 3, subunit E
16341	Q3UIG0_MOUSE	Mus musculus	eukaryotic translation initiation factor 3, subunit E
16341	EIF3E_MOUSE	Mus musculus	eukaryotic translation initiation factor 3, subunit E
16341	Q9CT23_MOUSE	Mus musculus	eukaryotic translation initiation factor 3, subunit E
56299	FKBPL_MOUSE	Mus musculus	FK506 binding protein-like
56298	Q9D873_MOUSE	Mus musculus	atlastin GTPase 2
56298	Q8BYP9_MOUSE	Mus musculus	atlastin GTPase 2
56298	ATLA2_MOUSE	Mus musculus	atlastin GTPase 2
56298	Q9WUG4_MOUSE	Mus musculus	atlastin GTPase 2
56298	Q3TSG2_MOUSE	Mus musculus	atlastin GTPase 2
56298	Q8C081_MOUSE	Mus musculus	atlastin GTPase 2
54709	A2AE03_MOUSE	Mus musculus	eukaryotic translation initiation factor 3, subunit I
54709	EIF3I_MOUSE	Mus musculus	eukaryotic translation initiation factor 3, subunit I
54709	A2AE04_MOUSE	Mus musculus	eukaryotic translation initiation factor 3, subunit I
54709	Q3T9Y8_MOUSE	Mus musculus	eukaryotic translation initiation factor 3, subunit I
54709	Q8BTM6_MOUSE	Mus musculus	eukaryotic translation initiation factor 3, subunit I
19419	GRP1_MOUSE	Mus musculus	RAS guanyl releasing protein 1
333789	Q8BX85_MOUSE	Mus musculus	similar to Nedd4 binding protein 2; NEDD4 binding protein 2
333789	Q69ZK1_MOUSE	Mus musculus	similar to Nedd4 binding protein 2; NEDD4 binding protein 2
19415	RASL1_MOUSE	Mus musculus	RAS protein activator like 1 (GAP1 like)
19415	Q3TQ19_MOUSE	Mus musculus	RAS protein activator like 1 (GAP1 like)
19415	Q99K69_MOUSE	Mus musculus	RAS protein activator like 1 (GAP1 like)
19401	RARA_MOUSE	Mus musculus	retinoic acid receptor, alpha
19401	Q4FK21_MOUSE	Mus musculus	retinoic acid receptor, alpha
19401	Q3U3R3_MOUSE	Mus musculus	retinoic acid receptor, alpha
19401	Q3U5E7_MOUSE	Mus musculus	retinoic acid receptor, alpha
19401	Q5BLJ8_MOUSE	Mus musculus	retinoic acid receptor, alpha
244373	ERLN2_MOUSE	Mus musculus	ER lipid raft associated 2
54721	Q52KQ2_MOUSE	Mus musculus	tyrosine kinase 2
54721	Q3U447_MOUSE	Mus musculus	tyrosine kinase 2
54721	Q3TIS9_MOUSE	Mus musculus	tyrosine kinase 2
54721	Q2M4G5_MOUSE	Mus musculus	tyrosine kinase 2
54721	Q3TXE3_MOUSE	Mus musculus	tyrosine kinase 2
54721	Q3TDN4_MOUSE	Mus musculus	tyrosine kinase 2
54721	TYK2_MOUSE	Mus musculus	tyrosine kinase 2
260301	Q497Y7_MOUSE	Mus musculus	otospiralin
260301	OTOSP_MOUSE	Mus musculus	otospiralin
260302	GGA3_MOUSE	Mus musculus	golgi associated, gamma adaptin ear containing, ARF binding protein 3
260302	A2A9W6_MOUSE	Mus musculus	golgi associated, gamma adaptin ear containing, ARF binding protein 3
260302	Q3V1Y0_MOUSE	Mus musculus	golgi associated, gamma adaptin ear containing, ARF binding protein 3
260302	A2A9W7_MOUSE	Mus musculus	golgi associated, gamma adaptin ear containing, ARF binding protein 3
54720	Q542V6_MOUSE	Mus musculus	regulator of calcineurin 1
54720	Q7TNY3_MOUSE	Mus musculus	regulator of calcineurin 1
54720	RCAN1_MOUSE	Mus musculus	regulator of calcineurin 1
75216	Q9D4Z7_MOUSE	Mus musculus	RIKEN cDNA 4930534B04 gene
75216	Q8BI33_MOUSE	Mus musculus	RIKEN cDNA 4930534B04 gene
75216	Q8BI30_MOUSE	Mus musculus	RIKEN cDNA 4930534B04 gene
75216	CN145_MOUSE	Mus musculus	RIKEN cDNA 4930534B04 gene
75216	B7ZNX8_MOUSE	Mus musculus	RIKEN cDNA 4930534B04 gene
260305	Q80UJ2_MOUSE	Mus musculus	nephronophthisis 4 (juvenile) homolog (human)
260305	NPHP4_MOUSE	Mus musculus	nephronophthisis 4 (juvenile) homolog (human)
260305	Q8CGY9_MOUSE	Mus musculus	nephronophthisis 4 (juvenile) homolog (human)
260305	Q6A020_MOUSE	Mus musculus	nephronophthisis 4 (juvenile) homolog (human)
260305	B1AS30_MOUSE	Mus musculus	nephronophthisis 4 (juvenile) homolog (human)
260305	Q9D4S3_MOUSE	Mus musculus	nephronophthisis 4 (juvenile) homolog (human)
666737	Q3UL04_MOUSE	Mus musculus	RIKEN cDNA 4632427E13 gene
16337	O35466_MOUSE	Mus musculus	insulin receptor
16337	INSR_MOUSE	Mus musculus	insulin receptor
16337	Q9Z1H5_MOUSE	Mus musculus	insulin receptor
16337	Q3V2X8_MOUSE	Mus musculus	insulin receptor
16337	Q3TPM5_MOUSE	Mus musculus	insulin receptor
16337	Q3V313_MOUSE	Mus musculus	insulin receptor
12799	Q3TYV5_MOUSE	Mus musculus	2',3'-cyclic nucleotide 3' phosphodiesterase
12799	CN37_MOUSE	Mus musculus	2',3'-cyclic nucleotide 3' phosphodiesterase
12799	Q3TYL9_MOUSE	Mus musculus	2',3'-cyclic nucleotide 3' phosphodiesterase
12799	Q09J73_MOUSE	Mus musculus	2',3'-cyclic nucleotide 3' phosphodiesterase
16336	Q5RL10_MOUSE	Mus musculus	insulin-like 3
16336	INSL3_MOUSE	Mus musculus	insulin-like 3
12798	CNN2_MOUSE	Mus musculus	calponin 2
12798	Q922F8_MOUSE	Mus musculus	calponin 2
12798	Q543F3_MOUSE	Mus musculus	calponin 2
75212	RN121_MOUSE	Mus musculus	ring finger protein 121
75212	Q3TXY7_MOUSE	Mus musculus	ring finger protein 121
76467	MSRB2_MOUSE	Mus musculus	methionine sulfoxide reductase B2
12797	CNN1_MOUSE	Mus musculus	calponin 1
12797	Q8CBQ2_MOUSE	Mus musculus	calponin 1
12797	B2RSH3_MOUSE	Mus musculus	calponin 1
75210	PRR3_MOUSE	Mus musculus	proline-rich polypeptide 3
75210	Q3V0R7_MOUSE	Mus musculus	proline-rich polypeptide 3
75210	Q4W8V0_MOUSE	Mus musculus	proline-rich polypeptide 3
54723	Q3TTV6_MOUSE	Mus musculus	tuftelin interacting protein 11
54723	Q3UGE9_MOUSE	Mus musculus	tuftelin interacting protein 11
54723	Q3TPF9_MOUSE	Mus musculus	tuftelin interacting protein 11
54723	TFP11_MOUSE	Mus musculus	tuftelin interacting protein 11
12796	Q3TZ97_MOUSE	Mus musculus	cathelicidin antimicrobial peptide
12796	Q920X5_MOUSE	Mus musculus	cathelicidin antimicrobial peptide
12796	CRAMP_MOUSE	Mus musculus	cathelicidin antimicrobial peptide
12796	Q91VE7_MOUSE	Mus musculus	cathelicidin antimicrobial peptide
76464	A3KGI5_MOUSE	Mus musculus	cancer susceptibility candidate 5
76464	CASC5_MOUSE	Mus musculus	cancer susceptibility candidate 5
76464	A3KGI6_MOUSE	Mus musculus	cancer susceptibility candidate 5
76464	A3KGI3_MOUSE	Mus musculus	cancer susceptibility candidate 5
76464	Q9CYF0_MOUSE	Mus musculus	cancer susceptibility candidate 5
76464	A3KGI4_MOUSE	Mus musculus	cancer susceptibility candidate 5
622459	A8Y5C1_MOUSE	Mus musculus	hypothetical protein LOC622459
12793	Q3THS7_MOUSE	Mus musculus	cornichon homolog (Drosophila)
12793	Q6ZWW6_MOUSE	Mus musculus	cornichon homolog (Drosophila)
12793	CNIH_MOUSE	Mus musculus	cornichon homolog (Drosophila)
12793	Q3U420_MOUSE	Mus musculus	cornichon homolog (Drosophila)
16330	O54997_MOUSE	Mus musculus	similar to Inositol polyphosphate-5-phosphatase B; inositol polyphosphate-5-phosphatase B
16330	Q8K337_MOUSE	Mus musculus	similar to Inositol polyphosphate-5-phosphatase B; inositol polyphosphate-5-phosphatase B
16330	Q8CF65_MOUSE	Mus musculus	similar to Inositol polyphosphate-5-phosphatase B; inositol polyphosphate-5-phosphatase B
16330	A2A778_MOUSE	Mus musculus	similar to Inositol polyphosphate-5-phosphatase B; inositol polyphosphate-5-phosphatase B
16330	Q9DBW2_MOUSE	Mus musculus	similar to Inositol polyphosphate-5-phosphatase B; inositol polyphosphate-5-phosphatase B
16330	Q91ZF8_MOUSE	Mus musculus	similar to Inositol polyphosphate-5-phosphatase B; inositol polyphosphate-5-phosphatase B
16330	O54996_MOUSE	Mus musculus	similar to Inositol polyphosphate-5-phosphatase B; inositol polyphosphate-5-phosphatase B
208228	MOL2A_MOUSE	Mus musculus	MOB1, Mps One Binder kinase activator-like 2A (yeast)
16331	Q9QZD0_MOUSE	Mus musculus	inositol polyphosphate-5-phosphatase D
16331	Q3UEU0_MOUSE	Mus musculus	inositol polyphosphate-5-phosphatase D
16331	Q9ESD5_MOUSE	Mus musculus	inositol polyphosphate-5-phosphatase D
16331	SHIP1_MOUSE	Mus musculus	inositol polyphosphate-5-phosphatase D
16331	Q9QZC9_MOUSE	Mus musculus	inositol polyphosphate-5-phosphatase D
16332	SHIP2_MOUSE	Mus musculus	inositol polyphosphate phosphatase-like 1
434039	Q9JL74_MOUSE	Mus musculus	predicted gene 10882; similar to monoclonal antibody kappa light chain
75221	Q8C0I6_MOUSE	Mus musculus	dipeptidylpeptidase 3
75221	Q3UDY7_MOUSE	Mus musculus	dipeptidylpeptidase 3
75221	DPP3_MOUSE	Mus musculus	dipeptidylpeptidase 3
75221	Q6NXZ0_MOUSE	Mus musculus	dipeptidylpeptidase 3
75221	Q3UDD5_MOUSE	Mus musculus	dipeptidylpeptidase 3
75221	Q8BYF3_MOUSE	Mus musculus	dipeptidylpeptidase 3
75221	Q8BU29_MOUSE	Mus musculus	dipeptidylpeptidase 3
75221	Q3THP1_MOUSE	Mus musculus	dipeptidylpeptidase 3
75221	Q3UDF3_MOUSE	Mus musculus	dipeptidylpeptidase 3
12785	Q3U5V2_MOUSE	Mus musculus	cellular nucleic acid binding protein
12785	CNBP_MOUSE	Mus musculus	cellular nucleic acid binding protein
12785	Q5QJQ9_MOUSE	Mus musculus	cellular nucleic acid binding protein
12785	Q3U935_MOUSE	Mus musculus	cellular nucleic acid binding protein
12785	Q3ULK8_MOUSE	Mus musculus	cellular nucleic acid binding protein
622469	Q9D8S5_MOUSE	Mus musculus	predicted gene 12966; splicing factor, arginine/serine-rich 5 (SRp40, HRS)
622469	Q640L9_MOUSE	Mus musculus	predicted gene 12966; splicing factor, arginine/serine-rich 5 (SRp40, HRS)
622469	SFRS5_MOUSE	Mus musculus	predicted gene 12966; splicing factor, arginine/serine-rich 5 (SRp40, HRS)
622469	Q5U448_MOUSE	Mus musculus	predicted gene 12966; splicing factor, arginine/serine-rich 5 (SRp40, HRS)
76479	Q3TGV3_MOUSE	Mus musculus	survival motor neuron domain containing 1; predicted gene 5871
76479	SPF30_MOUSE	Mus musculus	survival motor neuron domain containing 1; predicted gene 5871
76478	HAUS8_MOUSE	Mus musculus	4HAUS augmin-like complex, subunit 8
100040439	EIF1_MOUSE	Mus musculus	predicted gene 5265; similar to suppressor of initiator codon mutations, related sequence 1; predicted gene 4017; predicted gene 6913; predicted gene 7688; predicted gene 6535; predicted gene 6900; predicted gene 5471; predicted gene 7845; predicted gene 5450; predicted gene 6155; predicted gene 7253; predicted gene 10713; similar to translation initiation factor SUI1; predicted gene 6428; similar to Eukaryotic translation initiation factor 1 (eIF1) (Protein translation factor SUI1 homolog); predicted gene, EG434356; similar to isolog of yeast sui1 and rice gos2; putative; eukaryotic translation initiation factor 1
100040439	Q4V9T8_MOUSE	Mus musculus	predicted gene 5265; similar to suppressor of initiator codon mutations, related sequence 1; predicted gene 4017; predicted gene 6913; predicted gene 7688; predicted gene 6535; predicted gene 6900; predicted gene 5471; predicted gene 7845; predicted gene 5450; predicted gene 6155; predicted gene 7253; predicted gene 10713; similar to translation initiation factor SUI1; predicted gene 6428; similar to Eukaryotic translation initiation factor 1 (eIF1) (Protein translation factor SUI1 homolog); predicted gene, EG434356; similar to isolog of yeast sui1 and rice gos2; putative; eukaryotic translation initiation factor 1
100040439	Q3UBT8_MOUSE	Mus musculus	predicted gene 5265; similar to suppressor of initiator codon mutations, related sequence 1; predicted gene 4017; predicted gene 6913; predicted gene 7688; predicted gene 6535; predicted gene 6900; predicted gene 5471; predicted gene 7845; predicted gene 5450; predicted gene 6155; predicted gene 7253; predicted gene 10713; similar to translation initiation factor SUI1; predicted gene 6428; similar to Eukaryotic translation initiation factor 1 (eIF1) (Protein translation factor SUI1 homolog); predicted gene, EG434356; similar to isolog of yeast sui1 and rice gos2; putative; eukaryotic translation initiation factor 1
16364	Q5SUZ4_MOUSE	Mus musculus	interferon regulatory factor 4
16364	Q5SUZ5_MOUSE	Mus musculus	interferon regulatory factor 4
16364	IRF4_MOUSE	Mus musculus	interferon regulatory factor 4
100046290	Q4VA28_MOUSE	Mus musculus	predicted gene 12618; predicted gene 8724; predicted gene 10155; predicted gene 3355; predicted gene 3713; predicted gene 3201; predicted gene 13641; similar to ribosomal protein L21; predicted gene 12411; predicted gene 5445; predicted gene 5495; predicted gene 13604; predicted gene 10045; predicted gene 14648; predicted gene 15150; predicted gene 8252; predicted gene 8157; predicted gene 8880; predicted gene 6813; predicted gene 15312; predicted gene 5534; predicted gene 8054; predicted gene 10095; predicted gene 5857; predicted gene 8195; predicted gene 8840; predicted gene 10240; predicted gene 5810; predicted gene 11975; predicted gene 5816; predicted gene 7547; predicted gene 7702; predicted gene 8012; predicted gene 8557; predicted gene 12760; predicted gene 2815; predicted gene 14336; predicted gene 7806; predicted gene 7799; predicted gene 5042; predicted gene 7062; similar to 60S ribosomal protein L21; predicted gene 8397; predicted gene 5528; ribosomal protein L21; predicted gene 11703; predicted gene 12944; predicted gene 5502; predicted gene 10163; predicted gene 7218; predicted gene 15309; ribosomal protein L21 pseudogene; predicted gene 8915; predicted gene 16060; predicted gene 13653; predicted gene 6689; predicted gene 8101; predicted gene 9130
100046290	Q9CQM8_MOUSE	Mus musculus	predicted gene 12618; predicted gene 8724; predicted gene 10155; predicted gene 3355; predicted gene 3713; predicted gene 3201; predicted gene 13641; similar to ribosomal protein L21; predicted gene 12411; predicted gene 5445; predicted gene 5495; predicted gene 13604; predicted gene 10045; predicted gene 14648; predicted gene 15150; predicted gene 8252; predicted gene 8157; predicted gene 8880; predicted gene 6813; predicted gene 15312; predicted gene 5534; predicted gene 8054; predicted gene 10095; predicted gene 5857; predicted gene 8195; predicted gene 8840; predicted gene 10240; predicted gene 5810; predicted gene 11975; predicted gene 5816; predicted gene 7547; predicted gene 7702; predicted gene 8012; predicted gene 8557; predicted gene 12760; predicted gene 2815; predicted gene 14336; predicted gene 7806; predicted gene 7799; predicted gene 5042; predicted gene 7062; similar to 60S ribosomal protein L21; predicted gene 8397; predicted gene 5528; ribosomal protein L21; predicted gene 11703; predicted gene 12944; predicted gene 5502; predicted gene 10163; predicted gene 7218; predicted gene 15309; ribosomal protein L21 pseudogene; predicted gene 8915; predicted gene 16060; predicted gene 13653; predicted gene 6689; predicted gene 8101; predicted gene 9130
100046290	RL21_MOUSE	Mus musculus	predicted gene 12618; predicted gene 8724; predicted gene 10155; predicted gene 3355; predicted gene 3713; predicted gene 3201; predicted gene 13641; similar to ribosomal protein L21; predicted gene 12411; predicted gene 5445; predicted gene 5495; predicted gene 13604; predicted gene 10045; predicted gene 14648; predicted gene 15150; predicted gene 8252; predicted gene 8157; predicted gene 8880; predicted gene 6813; predicted gene 15312; predicted gene 5534; predicted gene 8054; predicted gene 10095; predicted gene 5857; predicted gene 8195; predicted gene 8840; predicted gene 10240; predicted gene 5810; predicted gene 11975; predicted gene 5816; predicted gene 7547; predicted gene 7702; predicted gene 8012; predicted gene 8557; predicted gene 12760; predicted gene 2815; predicted gene 14336; predicted gene 7806; predicted gene 7799; predicted gene 5042; predicted gene 7062; similar to 60S ribosomal protein L21; predicted gene 8397; predicted gene 5528; ribosomal protein L21; predicted gene 11703; predicted gene 12944; predicted gene 5502; predicted gene 10163; predicted gene 7218; predicted gene 15309; ribosomal protein L21 pseudogene; predicted gene 8915; predicted gene 16060; predicted gene 13653; predicted gene 6689; predicted gene 8101; predicted gene 9130
16362	Q5SX13_MOUSE	Mus musculus	interferon regulatory factor 1
16362	Q4FK18_MOUSE	Mus musculus	interferon regulatory factor 1
16362	IRF1_MOUSE	Mus musculus	interferon regulatory factor 1
16362	Q5SX14_MOUSE	Mus musculus	interferon regulatory factor 1
16362	Q3U5M1_MOUSE	Mus musculus	interferon regulatory factor 1
16362	Q5SX15_MOUSE	Mus musculus	interferon regulatory factor 1
16362	A8Y5B9_MOUSE	Mus musculus	interferon regulatory factor 1
16362	Q5SX16_MOUSE	Mus musculus	interferon regulatory factor 1
16363	Q3U2Z2_MOUSE	Mus musculus	interferon regulatory factor 2
16363	Q923E9_MOUSE	Mus musculus	interferon regulatory factor 2
16363	Q3TYH0_MOUSE	Mus musculus	interferon regulatory factor 2
16363	Q2TAX8_MOUSE	Mus musculus	interferon regulatory factor 2
16363	IRF2_MOUSE	Mus musculus	interferon regulatory factor 2
224807	TM63B_MOUSE	Mus musculus	transmembrane protein 63b
224805	SYAM_MOUSE	Mus musculus	alanyl-tRNA synthetase 2, mitochondrial (putative)
434025	Q925S9_MOUSE	Mus musculus	predicted gene 5571
434025	KV5A7_MOUSE	Mus musculus	predicted gene 5571
21685	TEF_MOUSE	Mus musculus	thyrotroph embryonic factor
21685	Q3V3B6_MOUSE	Mus musculus	thyrotroph embryonic factor
21685	Q8R1Q1_MOUSE	Mus musculus	thyrotroph embryonic factor
625328	H33_MOUSE	Mus musculus	predicted gene 14383; predicted gene 3835; predicted gene 14384; predicted gene 12950; predicted gene, 670915; H3 histone, family 3A; predicted gene 12657; predicted gene 6132; predicted gene 10257; predicted gene 7227; H3 histone, family 3B; predicted gene 6128; similar to histone; predicted gene 1986; predicted gene 6186; hypothetical protein LOC676337; predicted gene 6421; predicted gene 2198; predicted gene 6817; predicted gene 8095; predicted gene 12271; predicted gene 13529; predicted gene 8029; predicted gene 4938; predicted gene 7100; predicted gene 9014; similar to Histone H3.4 (Embryonic); predicted gene 7179; similar to H3 histone, family 3B; predicted gene 7900; predicted gene 2099; similar to H3 histone, family 3A; predicted gene 6749; predicted gene 6485; predicted gene 4028; predicted gene 7194
625328	A2A852_MOUSE	Mus musculus	predicted gene 14383; predicted gene 3835; predicted gene 14384; predicted gene 12950; predicted gene, 670915; H3 histone, family 3A; predicted gene 12657; predicted gene 6132; predicted gene 10257; predicted gene 7227; H3 histone, family 3B; predicted gene 6128; similar to histone; predicted gene 1986; predicted gene 6186; hypothetical protein LOC676337; predicted gene 6421; predicted gene 2198; predicted gene 6817; predicted gene 8095; predicted gene 12271; predicted gene 13529; predicted gene 8029; predicted gene 4938; predicted gene 7100; predicted gene 9014; similar to Histone H3.4 (Embryonic); predicted gene 7179; similar to H3 histone, family 3B; predicted gene 7900; predicted gene 2099; similar to H3 histone, family 3A; predicted gene 6749; predicted gene 6485; predicted gene 4028; predicted gene 7194
21682	TEC_MOUSE	Mus musculus	tec protein tyrosine kinase
21682	Q3U436_MOUSE	Mus musculus	tec protein tyrosine kinase
21682	Q3TH41_MOUSE	Mus musculus	tec protein tyrosine kinase
21682	Q8CFK4_MOUSE	Mus musculus	tec protein tyrosine kinase
21681	THOC4_MOUSE	Mus musculus	THO complex 4
76483	Q3T9P8_MOUSE	Mus musculus	lipase maturation factor 1
76483	Q3UQQ2_MOUSE	Mus musculus	lipase maturation factor 1
76483	LMF1_MOUSE	Mus musculus	lipase maturation factor 1
76486	LY6K_MOUSE	Mus musculus	lymphocyte antigen 6 complex, locus K
76485	GL8D1_MOUSE	Mus musculus	glycosyltransferase 8 domain containing 1
76485	Q7TNU1_MOUSE	Mus musculus	glycosyltransferase 8 domain containing 1
75234	Q8CER5_MOUSE	Mus musculus	ring finger protein 19B
75234	A4VCJ1_MOUSE	Mus musculus	ring finger protein 19B
75234	RN19B_MOUSE	Mus musculus	ring finger protein 19B
75234	Q9D4Z6_MOUSE	Mus musculus	ring finger protein 19B
75234	A2A7Q8_MOUSE	Mus musculus	ring finger protein 19B
12775	Q8CAS2_MOUSE	Mus musculus	chemokine (C-C motif) receptor 7
12775	Q3U3J0_MOUSE	Mus musculus	chemokine (C-C motif) receptor 7
12775	CCR7_MOUSE	Mus musculus	chemokine (C-C motif) receptor 7
224814	Q6KAU9_MOUSE	Mus musculus	ATP-binding cassette, sub-family C (CFTR/MRP), member 10
224814	MRP7_MOUSE	Mus musculus	ATP-binding cassette, sub-family C (CFTR/MRP), member 10
16351	Q8BY33_MOUSE	Mus musculus	IAP promoted placental gene
16351	Q3V2M0_MOUSE	Mus musculus	IAP promoted placental gene
16351	IPP_MOUSE	Mus musculus	IAP promoted placental gene
76482	Q3UMX3_MOUSE	Mus musculus	RIKEN cDNA 3110002H16 gene
76482	MIC1_MOUSE	Mus musculus	RIKEN cDNA 3110002H16 gene
76482	Q3U4H5_MOUSE	Mus musculus	RIKEN cDNA 3110002H16 gene
76482	Q3TWH4_MOUSE	Mus musculus	RIKEN cDNA 3110002H16 gene
241576	B2RR20_MOUSE	Mus musculus	low density lipoprotein receptor class A domain containing 3
241576	LRAD3_MOUSE	Mus musculus	low density lipoprotein receptor class A domain containing 3
19428	RANT_MOUSE	Mus musculus	RAS-like, family 2, locus 9; RAN, member RAS oncogene family; similar to RAN, member RAS oncogene family
19428	Q3ULW0_MOUSE	Mus musculus	RAS-like, family 2, locus 9; RAN, member RAS oncogene family; similar to RAN, member RAS oncogene family
19428	A6H622_MOUSE	Mus musculus	RAS-like, family 2, locus 9; RAN, member RAS oncogene family; similar to RAN, member RAS oncogene family
19428	RAN_MOUSE	Mus musculus	RAS-like, family 2, locus 9; RAN, member RAS oncogene family; similar to RAN, member RAS oncogene family
244349	Q8C6L0_MOUSE	Mus musculus	MYST histone acetyltransferase (monocytic leukemia) 3
244349	Q3UFW4_MOUSE	Mus musculus	MYST histone acetyltransferase (monocytic leukemia) 3
244349	MYST3_MOUSE	Mus musculus	MYST histone acetyltransferase (monocytic leukemia) 3
244349	Q3V1G6_MOUSE	Mus musculus	MYST histone acetyltransferase (monocytic leukemia) 3
244349	Q3UPM9_MOUSE	Mus musculus	MYST histone acetyltransferase (monocytic leukemia) 3
244349	A0PJC5_MOUSE	Mus musculus	MYST histone acetyltransferase (monocytic leukemia) 3
12764	NEUA_MOUSE	Mus musculus	cytidine monophospho-N-acetylneuraminic acid synthetase
100040416	RL13_MOUSE	Mus musculus	similar to ribosomal protein L13; predicted gene 10071; predicted gene 9026; predicted gene 12918; predicted gene 7290; predicted gene 5075; predicted gene 15710; similar to 60S ribosomal protein L13; predicted gene 7159; ribosomal protein L13
100040416	Q5RKP3_MOUSE	Mus musculus	similar to ribosomal protein L13; predicted gene 10071; predicted gene 9026; predicted gene 12918; predicted gene 7290; predicted gene 5075; predicted gene 15710; similar to 60S ribosomal protein L13; predicted gene 7159; ribosomal protein L13
12767	A1E2I3_MOUSE	Mus musculus	chemokine (C-X-C motif) receptor 4
12767	CXCR4_MOUSE	Mus musculus	chemokine (C-X-C motif) receptor 4
74198	Q69ZH4_MOUSE	Mus musculus	deltex 2 homolog (Drosophila)
74198	DTX2_MOUSE	Mus musculus	deltex 2 homolog (Drosophila)
27643	UBL4A_MOUSE	Mus musculus	ubiquitin-like 4
27643	Q684Q9_MOUSE	Mus musculus	ubiquitin-like 4
27643	Q91V47_MOUSE	Mus musculus	ubiquitin-like 4
27643	Q3UK94_MOUSE	Mus musculus	ubiquitin-like 4
74197	T2EA_MOUSE	Mus musculus	general transcription factor II E, polypeptide 1 (alpha subunit)
74197	Q8BV40_MOUSE	Mus musculus	general transcription factor II E, polypeptide 1 (alpha subunit)
74196	TTC27_MOUSE	Mus musculus	tetratricopeptide repeat domain 27
74195	ELP3_MOUSE	Mus musculus	elongation protein 3 homolog (S. cerevisiae)
12763	Q3TLI9_MOUSE	Mus musculus	cytidine monophospho-N-acetylneuraminic acid hydroxylase
12763	CMAH_MOUSE	Mus musculus	cytidine monophospho-N-acetylneuraminic acid hydroxylase
12763	Q3UM08_MOUSE	Mus musculus	cytidine monophospho-N-acetylneuraminic acid hydroxylase
69976	Q3U728_MOUSE	Mus musculus	galactokinase 2
69976	Q8BUU7_MOUSE	Mus musculus	galactokinase 2
69976	Q8BWB2_MOUSE	Mus musculus	galactokinase 2
69976	GALK2_MOUSE	Mus musculus	galactokinase 2
69976	Q8BMX0_MOUSE	Mus musculus	galactokinase 2
69976	Q3U3H5_MOUSE	Mus musculus	galactokinase 2
106264	Q9CV79_MOUSE	Mus musculus	RIKEN cDNA 0610012G03 gene
106264	Q9DCP6_MOUSE	Mus musculus	RIKEN cDNA 0610012G03 gene
106264	Q3UK76_MOUSE	Mus musculus	RIKEN cDNA 0610012G03 gene
106264	Q9CRY8_MOUSE	Mus musculus	RIKEN cDNA 0610012G03 gene
106264	Q9CW84_MOUSE	Mus musculus	RIKEN cDNA 0610012G03 gene
80877	Q8BSM6_MOUSE	Mus musculus	LPS-responsive beige-like anchor
80877	Q8C7C2_MOUSE	Mus musculus	LPS-responsive beige-like anchor
80877	LRBA_MOUSE	Mus musculus	LPS-responsive beige-like anchor
80877	Q8CBR4_MOUSE	Mus musculus	LPS-responsive beige-like anchor
80886	Q5F2A6_MOUSE	Mus musculus	SUMO/sentrin specific peptidase 3
80886	SENP3_MOUSE	Mus musculus	SUMO/sentrin specific peptidase 3
107305	VP37C_MOUSE	Mus musculus	vacuolar protein sorting 37C (yeast)
80884	Q9ER67_MOUSE	Mus musculus	similar to melanoma antigen family D, 2; melanoma antigen, family D, 2
80884	Q3V2T8_MOUSE	Mus musculus	similar to melanoma antigen family D, 2; melanoma antigen, family D, 2
80884	A2AG49_MOUSE	Mus musculus	similar to melanoma antigen family D, 2; melanoma antigen, family D, 2
80884	Q3TFU3_MOUSE	Mus musculus	similar to melanoma antigen family D, 2; melanoma antigen, family D, 2
80884	A2AG46_MOUSE	Mus musculus	similar to melanoma antigen family D, 2; melanoma antigen, family D, 2
80884	Q99PB4_MOUSE	Mus musculus	similar to melanoma antigen family D, 2; melanoma antigen, family D, 2
80884	A2AG47_MOUSE	Mus musculus	similar to melanoma antigen family D, 2; melanoma antigen, family D, 2
623121	Q3UPZ5_MOUSE	Mus musculus	RIKEN cDNA E430029J22 gene; similar to Interferon-activatable protein 203 (Ifi-203) (Interferon-inducible protein p203)
623121	IFI4L_MOUSE	Mus musculus	RIKEN cDNA E430029J22 gene; similar to Interferon-activatable protein 203 (Ifi-203) (Interferon-inducible protein p203)
109672	Q544Z9_MOUSE	Mus musculus	cytochrome b-5
109672	CYB5_MOUSE	Mus musculus	cytochrome b-5
56258	A2BDV8_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein H2
56258	HNRH2_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein H2
56258	Q3UR26_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein H2
