From	To
71059	HEXI2_MOUSE
93681	B2RX01_MOUSE
93681	Q78WV9_MOUSE
93681	Q8BSL0_MOUSE
77038	ARFG2_MOUSE
77038	Q3UR67_MOUSE
23939	MK07_MOUSE
67846	TM39A_MOUSE
71254	NAIF1_MOUSE
71472	E9Q9M5_MOUSE
71472	J3KMM1_MOUSE
71472	UBP19_MOUSE
76425	GID8_MOUSE
384009	GAPR1_MOUSE
30050	A2AUF9_MOUSE
30050	Q8BS25_MOUSE
30050	Q8CCH8_MOUSE
30050	Q9CPQ6_MOUSE
30050	Q9QUH1_MOUSE
78921	G3X941_MOUSE
231093	CBPC5_MOUSE
69161	A2BGN7_MOUSE
11783	APAF_MOUSE
11783	G3XA09_MOUSE
11783	Q5DU30_MOUSE
229323	GP171_MOUSE
100090	ZBT48_MOUSE
234378	E9Q4C1_MOUSE
234378	KLH26_MOUSE
66410	MTER1_MOUSE
110616	ATX3_MOUSE
110616	E9Q717_MOUSE
110616	Q546X9_MOUSE
110616	Q5M8S1_MOUSE
110616	Q810M8_MOUSE
50776	DPOG2_MOUSE
50776	Q3V3E7_MOUSE
97212	ECHA_MOUSE
217166	NR1D1_MOUSE
24071	SYJ2B_MOUSE
22200	Q3TL72_MOUSE
22200	UBA3_MOUSE
106931	E9Q6T9_MOUSE
106931	KCTD1_MOUSE
84092	A2AI52_MOUSE
84092	UBP8_MOUSE
11907	ATE1_MOUSE
11907	J3QNU1_MOUSE
11907	Q4FCQ6_MOUSE
11907	Q4FCQ7_MOUSE
11907	Q80YP1_MOUSE
11907	Q8BP95_MOUSE
66789	ALG14_MOUSE
110078	PYGB_MOUSE
102247	GPAT4_MOUSE
208198	E9PUS2_MOUSE
208198	Q7TNF6_MOUSE
68695	MESH1_MOUSE
18627	PER2_MOUSE
18627	Q3TW41_MOUSE
18627	Q8C8R0_MOUSE
380959	AG10B_MOUSE
110265	MSRA_MOUSE
58810	AK1A1_MOUSE
58810	Q540D7_MOUSE
58810	Q80XJ7_MOUSE
381695	N42L2_MOUSE
381695	Q8BYP6_MOUSE
76763	B1AU74_MOUSE
75627	SNPC1_MOUSE
24045	SCAM3_MOUSE
19170	PSB1_MOUSE
19170	Q6RI64_MOUSE
73274	GPBP1_MOUSE
16969	ZBT7A_MOUSE
78038	B2RUK5_MOUSE
78038	MCCB_MOUSE
78038	Q6PD20_MOUSE
70020	IN80B_MOUSE
72136	CHSTE_MOUSE
170759	AT131_MOUSE
104806	FANCM_MOUSE
12499	ENTP5_MOUSE
12499	Q3TQC7_MOUSE
114893	DCNL1_MOUSE
114893	Q3UT23_MOUSE
218397	E9PYG6_MOUSE
53310	A2BEE9_MOUSE
53310	A2BEF2_MOUSE
53310	DLG3_MOUSE
15257	HIPK1_MOUSE
320351	TM251_MOUSE
208650	B9EKI5_MOUSE
208650	CBLB_MOUSE
74157	CMTR1_MOUSE
106039	GGA1_MOUSE
231727	B3GN4_MOUSE
70153	G3X8U3_MOUSE
103742	MIEN1_MOUSE
237859	NSRP1_MOUSE
230649	H3BLL2_MOUSE
14683	ALEX_MOUSE
14683	GNAS1_MOUSE
14683	GNAS2_MOUSE
14683	GNAS3_MOUSE
68350	MUL1_MOUSE
72029	CNPY3_MOUSE
68193	RL24_MOUSE
75901	DCP1A_MOUSE
19654	Q3ULB0_MOUSE
19654	S4R1W5_MOUSE
67467	GPAM1_MOUSE
67467	Q9D4A1_MOUSE
319604	F168A_MOUSE
319604	Q68FE1_MOUSE
74626	TMM81_MOUSE
18536	PCM1_MOUSE
70620	Q4VBX4_MOUSE
70620	UB2V2_MOUSE
69228	ZN746_MOUSE
76707	A5D6Q8_MOUSE
76707	CLAP1_MOUSE
76707	E9Q6L0_MOUSE
76707	E9QKH0_MOUSE
56724	CRIPT_MOUSE
67184	NDUAD_MOUSE
67184	YJEN3_MOUSE
59021	Q0PD65_MOUSE
59021	RAB2A_MOUSE
226977	ACTY_MOUSE
13682	E9Q561_MOUSE
13682	IF4A2_MOUSE
13682	Q52KC1_MOUSE
13682	Q8BTU6_MOUSE
109905	Q3U7U8_MOUSE
109905	Q3V3W9_MOUSE
109905	RAP1A_MOUSE
14977	S39A7_MOUSE
13448	DOK1_MOUSE
13448	Q3UWF9_MOUSE
338350	D3Z7X0_MOUSE
230257	G3UXA6_MOUSE
230257	G8JL74_MOUSE
230257	PTBP3_MOUSE
72726	TBCC_MOUSE
68815	BTBDA_MOUSE
68815	E9Q6L8_MOUSE
68815	E9Q6Y9_MOUSE
231861	Q52KG0_MOUSE
231861	TNC18_MOUSE
67282	CCD53_MOUSE
67282	G3UWG7_MOUSE
67282	Q9CYF6_MOUSE
67282	S4R287_MOUSE
16780	LAMB3_MOUSE
16780	Q8C5B3_MOUSE
66374	CS025_MOUSE
66589	B7ZBY7_MOUSE
66589	Q569Y6_MOUSE
66589	UB2V1_MOUSE
381990	Q3V1Q5_MOUSE
381990	Q3V3W4_MOUSE
381990	Q69ZI2_MOUSE
20787	SRBP1_MOUSE
210148	J3QMX8_MOUSE
210148	ZNT6_MOUSE
66960	F188A_MOUSE
101437	D3Z4E3_MOUSE
101437	DHX32_MOUSE
14131	E9PUV2_MOUSE
69683	EMC10_MOUSE
13542	DVL1_MOUSE
360216	ZRAN1_MOUSE
13481	DPM2_MOUSE
13481	Q545R7_MOUSE
105246	BRD9_MOUSE
225020	D3Z6D5_MOUSE
225020	FEZ2_MOUSE
225020	Q3TN06_MOUSE
225020	Q3U049_MOUSE
72085	OSGP2_MOUSE
213350	PDDC1_MOUSE
319370	UBAD2_MOUSE
66357	OSTC_MOUSE
80751	RNF34_MOUSE
73124	GOLI4_MOUSE
67211	ARM10_MOUSE
19072	PPCE_MOUSE
19072	Q543B9_MOUSE
56309	MYCBP_MOUSE
73062	PP16A_MOUSE
29807	TPK1_MOUSE
243372	ZN775_MOUSE
19262	PTPRA_MOUSE
19262	Q3TRY9_MOUSE
19262	Q91V35_MOUSE
54411	Q3TWN7_MOUSE
54411	Q3UWN7_MOUSE
54411	VAS1_MOUSE
238722	Q0VFY0_MOUSE
68045	CN166_MOUSE
68045	Q4VA29_MOUSE
69612	KANL2_MOUSE
75089	Q9D574_MOUSE
75089	UH1BL_MOUSE
170731	MFN2_MOUSE
67268	Q6ZWQ9_MOUSE
21371	Q5I0U7_MOUSE
21371	TBCA_MOUSE
242585	Q8BX24_MOUSE
20924	SPT5H_MOUSE
98366	SMAP1_MOUSE
170829	TRAM2_MOUSE
72190	CC070_MOUSE
72729	C42S2_MOUSE
66241	TMEM9_MOUSE
66756	K1430_MOUSE
107932	CHD4_MOUSE
107932	E9QAS5_MOUSE
78797	NDOR1_MOUSE
21974	TOP2B_MOUSE
20416	SHC1_MOUSE
380755	B2RVW5_MOUSE
380755	LSME1_MOUSE
70508	BBX_MOUSE
208144	Q6NZL1_MOUSE
68420	AN13A_MOUSE
94221	GOPC_MOUSE
231510	GPAT3_MOUSE
110012	B2RRP1_MOUSE
110012	TPGS1_MOUSE
23938	MP2K5_MOUSE
22084	Q3TQ10_MOUSE
22084	Q3UG88_MOUSE
22084	Q3UGI8_MOUSE
22084	Q3UHB2_MOUSE
22084	Q7TT21_MOUSE
56043	AKCL2_MOUSE
81630	Q3TXW4_MOUSE
81630	ZBT22_MOUSE
56748	NFU1_MOUSE
68505	VPS51_MOUSE
66337	B2RVF6_MOUSE
66337	F229B_MOUSE
116733	VPS4A_MOUSE
68581	TMEDA_MOUSE
27050	Q5YLW3_MOUSE
27050	RS3_MOUSE
78914	NADE_MOUSE
74112	UBP16_MOUSE
71707	UBIA1_MOUSE
100929	TYW1_MOUSE
56513	D3Z2R1_MOUSE
56513	PAR6A_MOUSE
56513	Q3TY70_MOUSE
20926	Q3TY72_MOUSE
20926	Q3UWU8_MOUSE
20926	SPT6H_MOUSE
330192	VP37B_MOUSE
77041	ARSK_MOUSE
66431	B2RVP3_MOUSE
66431	B7ZWF9_MOUSE
66431	OXLD1_MOUSE
72503	K0100_MOUSE
67878	Q9CZM3_MOUSE
67878	TMM33_MOUSE
278097	ARMX6_MOUSE
72935	DDX41_MOUSE
72935	Q3UAC4_MOUSE
72935	Q9CUY2_MOUSE
330503	Q3UGK8_MOUSE
218100	ZN322_MOUSE
666642	Q5M8M8_MOUSE
666642	RL29_MOUSE
72106	JMJD8_MOUSE
229663	CSDE1_MOUSE
229663	Q3U1S6_MOUSE
229663	Q8JZN2_MOUSE
69519	Q14BN8_MOUSE
69519	RWD2A_MOUSE
319618	B9EIX0_MOUSE
17918	D3YZ62_MOUSE
17918	D3Z4J3_MOUSE
17918	MYO5A_MOUSE
94279	Q3UC14_MOUSE
94279	SFXN2_MOUSE
26385	GRK6_MOUSE
26385	Q9EP84_MOUSE
224671	BTBD9_MOUSE
230767	IQCC_MOUSE
67974	CCNY_MOUSE
15467	E2AK1_MOUSE
17256	MEA1_MOUSE
12572	CDK7_MOUSE
12572	Q3THG5_MOUSE
20866	STIM1_MOUSE
20602	E9PY55_MOUSE
20602	E9Q9V3_MOUSE
20602	NCOR2_MOUSE
20602	Q80ZV7_MOUSE
233863	TF3C1_MOUSE
11364	ACADM_MOUSE
66962	SWAP1_MOUSE
382423	A7L3B_MOUSE
73744	MA2C1_MOUSE
73744	Q3ZCX9_MOUSE
56258	HNRH2_MOUSE
75725	G5E8S0_MOUSE
75725	PHF14_MOUSE
83797	Q68FH8_MOUSE
83797	SMRD1_MOUSE
50785	H6ST1_MOUSE
56215	ACINU_MOUSE
56215	B8JJ91_MOUSE
56215	Q52KR6_MOUSE
56215	Q7TSL7_MOUSE
56215	Q80TU6_MOUSE
72947	AT2L2_MOUSE
17434	E9PVP5_MOUSE
17434	F6ZGI7_MOUSE
17434	MOC2B_MOUSE
18711	D3Z5N5_MOUSE
18711	FYV1_MOUSE
17261	E9QKT0_MOUSE
17261	MEF2D_MOUSE
17261	Q921S6_MOUSE
11538	A2BDX0_MOUSE
11538	Q3UYC8_MOUSE
11538	Q6ZQ47_MOUSE
13435	DNM3A_MOUSE
105663	THTPA_MOUSE
56613	KS6A4_MOUSE
67760	S38A2_MOUSE
14391	GABP1_MOUSE
14391	Q3US22_MOUSE
14391	Q3UT69_MOUSE
66591	MD2BP_MOUSE
18105	NQO2_MOUSE
18105	Q9CVF5_MOUSE
269061	CPSF7_MOUSE
433416	A2ARC0_MOUSE
433416	Q3V0E2_MOUSE
26379	ERR1_MOUSE
76022	E9Q507_MOUSE
76022	GON4L_MOUSE
76022	Q32NZ8_MOUSE
213827	COPD_MOUSE
78334	B7ZMT1_MOUSE
78334	CDK19_MOUSE
78334	G5E8L1_MOUSE
78334	Q8BKC7_MOUSE
268281	SHPRH_MOUSE
67163	CCD47_MOUSE
67163	Q0VBU4_MOUSE
108755	LYRM2_MOUSE
59022	EDF1_MOUSE
68090	YIF1A_MOUSE
76808	RL18A_MOUSE
66840	WIPI3_MOUSE
12864	COX6C_MOUSE
50505	Q3UEU6_MOUSE
50505	XPF_MOUSE
66086	FOPNL_MOUSE
102339	COG4_MOUSE
102339	Q7TSQ9_MOUSE
56032	NPRL2_MOUSE
71891	CDAC1_MOUSE
71891	G3UW39_MOUSE
72512	STING_MOUSE
218989	TM260_MOUSE
338337	E9QL65_MOUSE
338337	Q3USH9_MOUSE
75578	FGGY_MOUSE
13627	EF1A1_MOUSE
13627	Q58E64_MOUSE
80288	BCL9L_MOUSE
233328	LRRK1_MOUSE
213054	GABP2_MOUSE
216233	Q548Q7_MOUSE
216233	SOCS2_MOUSE
140482	E9Q8M1_MOUSE
54160	COPG2_MOUSE
76577	FAF2_MOUSE
433375	CREG1_MOUSE
56637	E9QAQ5_MOUSE
56637	GSK3B_MOUSE
56637	Q5KU03_MOUSE
13427	A2BFF5_MOUSE
13427	A2BFF7_MOUSE
13427	A2BFF8_MOUSE
13427	A2BFF9_MOUSE
13427	D6Q0F5_MOUSE
13427	D6Q0F6_MOUSE
13427	D6Q0F7_MOUSE
13427	DC1I2_MOUSE
13427	Q3TPJ8_MOUSE
71684	RBM43_MOUSE
230709	B9EHY2_MOUSE
230709	FACE1_MOUSE
224823	RRP36_MOUSE
104799	SPE39_MOUSE
98417	CNIH4_MOUSE
326622	A2AT37_MOUSE
217588	MBIP1_MOUSE
14593	GGPPS_MOUSE
14593	Q3V0T8_MOUSE
14593	Q9CZZ6_MOUSE
208228	MOB3A_MOUSE
192231	HEXI1_MOUSE
231841	BRAT1_MOUSE
231841	E9QLK3_MOUSE
226849	2A5A_MOUSE
75764	Q3TQB5_MOUSE
75764	SLX1_MOUSE
53611	Q5FWJ7_MOUSE
53611	VTI1A_MOUSE
16145	Q9DCE9_MOUSE
20568	Q548X8_MOUSE
20568	SLPI_MOUSE
546143	V9GXK1_MOUSE
101314	BRK1_MOUSE
215194	F6WIU1_MOUSE
20662	Q3USK4_MOUSE
20662	SOS1_MOUSE
68618	CX040_MOUSE
233977	B2RXQ2_MOUSE
233977	B2RXW8_MOUSE
68606	PPM1F_MOUSE
216964	B2RVS3_MOUSE
216964	P5I13_MOUSE
72320	KBP_MOUSE
17175	MASP2_MOUSE
27367	RL3_MOUSE
106143	CGBP1_MOUSE
228807	Q6PGC9_MOUSE
26398	MP2K4_MOUSE
26398	Q543X6_MOUSE
26398	Q8K2U0_MOUSE
20688	K4DI62_MOUSE
20688	Q6DFV2_MOUSE
320234	CCD66_MOUSE
15463	AGFG1_MOUSE
16169	I15RA_MOUSE
16169	Q501M1_MOUSE
16169	Q810T6_MOUSE
56174	NAGK_MOUSE
56174	Q3U2G9_MOUSE
56174	Q9D997_MOUSE
629016	Q3UPV7_MOUSE
58988	KS6B2_MOUSE
216860	NEUL4_MOUSE
77578	BCL9_MOUSE
232987	B9D2_MOUSE
74504	E9PV82_MOUSE
74504	Q8R2K2_MOUSE
67249	Q8VDV7_MOUSE
75717	CUL5_MOUSE
75717	E9PV12_MOUSE
75717	G3X914_MOUSE
235567	D4AFX7_MOUSE
235567	G3X922_MOUSE
235567	Q3TNE7_MOUSE
235567	Q8BNL1_MOUSE
235567	Q8CHD7_MOUSE
70349	COPB_MOUSE
22230	UFD1_MOUSE
59041	Q3U6Y0_MOUSE
59041	STK25_MOUSE
12506	CD48_MOUSE
75736	Q9D3J3_MOUSE
68192	LERL1_MOUSE
53380	A2AG83_MOUSE
53380	PSD10_MOUSE
102323	DCNL2_MOUSE
102323	G5E8Q5_MOUSE
102323	G5E8Q6_MOUSE
102323	Q3TSY8_MOUSE
23970	PACN2_MOUSE
23970	Q3TDA7_MOUSE
23970	Q8BNK9_MOUSE
69837	PCGF1_MOUSE
18642	K6PF_MOUSE
74585	SPPL3_MOUSE
67602	NECP1_MOUSE
67602	Q0VB06_MOUSE
69535	TEN1L_MOUSE
54380	SMAL1_MOUSE
320727	IPO8_MOUSE
11610	ATRAP_MOUSE
56395	Q543Y8_MOUSE
56395	TM115_MOUSE
15369	HMOX2_MOUSE
15369	Q544R7_MOUSE
17187	B2RS19_MOUSE
17187	Q8C4Y1_MOUSE
30926	GLRX3_MOUSE
53619	BLCAP_MOUSE
20719	F8WIV2_MOUSE
20719	Q4FJQ6_MOUSE
20719	SPB6_MOUSE
18744	B1AXU3_MOUSE
18744	PJA1_MOUSE
18744	Q05CG5_MOUSE
57808	Q6ZWX1_MOUSE
57808	RL35A_MOUSE
101351	EOGT_MOUSE
16202	ILK_MOUSE
56195	PTBP2_MOUSE
246696	MFRN2_MOUSE
13196	ASAP1_MOUSE
13196	E9QMJ1_MOUSE
13196	H3BKE6_MOUSE
13196	H3BL41_MOUSE
13196	Q3TXY1_MOUSE
13196	Q3UJA5_MOUSE
27357	GLYG_MOUSE
27357	Q3TWR9_MOUSE
73137	PRRC1_MOUSE
19089	GLU2B_MOUSE
19089	Q3U518_MOUSE
214585	SPTCS_MOUSE
13207	Q8BTS0_MOUSE
66369	D3Z4C7_MOUSE
66369	DUS2L_MOUSE
66369	Q14A90_MOUSE
105446	GMPR2_MOUSE
228361	AMRA1_MOUSE
320714	TPC11_MOUSE
20845	STAR_MOUSE
66836	TM223_MOUSE
319944	B9EJX5_MOUSE
101100	TTLL3_MOUSE
98682	D3Z183_MOUSE
98682	MFSD6_MOUSE
66877	CRNL1_MOUSE
67763	B1AT82_MOUSE
67763	KPRA_MOUSE
20843	STAG2_MOUSE
68465	ADR2_MOUSE
68465	Q53YY3_MOUSE
72075	OGFR_MOUSE
235533	GLPK5_MOUSE
71947	K0195_MOUSE
68423	AN13D_MOUSE
12402	CBL_MOUSE
70567	F10C1_MOUSE
230648	EFC14_MOUSE
230648	Q6PCQ6_MOUSE
75029	PURG_MOUSE
110208	6PGD_MOUSE
20334	Q8C1E4_MOUSE
20334	SC23A_MOUSE
353502	HPIP_MOUSE
67116	CUED2_MOUSE
67116	Q9CVB0_MOUSE
66266	E0CXF0_MOUSE
66266	EAPP_MOUSE
68017	RRMJ2_MOUSE
381694	B3GLT_MOUSE
224697	ATS10_MOUSE
67333	E9PXA2_MOUSE
67333	STK35_MOUSE
234023	ARGL1_MOUSE
13852	Q3TJ55_MOUSE
13852	Q80W45_MOUSE
67437	Q4FK79_MOUSE
67437	SSRG_MOUSE
231876	LMTK2_MOUSE
228983	OSBL2_MOUSE
59033	S4A8_MOUSE
229503	E9PUL0_MOUSE
229503	G3X8Q8_MOUSE
229503	RRNAD_MOUSE
55978	IFT20_MOUSE
108079	AAPK2_MOUSE
14659	E9Q9S8_MOUSE
109359	F175B_MOUSE
20817	Q8CBI1_MOUSE
20817	SRPK2_MOUSE
71398	CX021_MOUSE
71398	Q08EG0_MOUSE
268656	SPTC1_MOUSE
12846	COMT_MOUSE
66400	ALKB7_MOUSE
54561	NP1L3_MOUSE
69269	SCNM1_MOUSE
76889	E9QLB8_MOUSE
57896	KRCC1_MOUSE
12815	COBA2_MOUSE
12815	I7HJS8_MOUSE
225887	NDUS8_MOUSE
225887	Q3UY05_MOUSE
225887	Q5M9P5_MOUSE
234678	CP070_MOUSE
17938	NACAM_MOUSE
17938	NACA_MOUSE
105722	ANO6_MOUSE
19989	Q5M9N8_MOUSE
19989	RL7_MOUSE
66144	VATF_MOUSE
11630	E9PVP1_MOUSE
30940	UBP25_MOUSE
231863	E9PYR1_MOUSE
231863	F8VQK6_MOUSE
70118	SRR1L_MOUSE
66787	GSKIP_MOUSE
66787	Q3TBR1_MOUSE
217718	NEK9_MOUSE
217718	Q69Z43_MOUSE
65257	ASB3_MOUSE
109129	MMAD_MOUSE
70359	B2RRS4_MOUSE
70359	GTPB3_MOUSE
16412	ITB1_MOUSE
70231	GORS2_MOUSE
211007	TRI41_MOUSE
17763	A3KGA5_MOUSE
17763	CMC4_MOUSE
17763	MTCP1_MOUSE
77031	SL9A8_MOUSE
18129	G5E8J0_MOUSE
18129	NOTC2_MOUSE
68137	ERD21_MOUSE
72033	E9Q7M2_MOUSE
74117	ARP3_MOUSE
74117	Q3ULF7_MOUSE
68473	MOB1B_MOUSE
68473	Q3T9U1_MOUSE
74243	SLX4I_MOUSE
12345	A2AMW0_MOUSE
12345	CAPZB_MOUSE
12345	Q3TRH8_MOUSE
12345	Q923G3_MOUSE
59013	HNRH1_MOUSE
59013	Q811L7_MOUSE
59013	Q8C2Q7_MOUSE
68916	CDKAL_MOUSE
319719	E9Q6E9_MOUSE
319719	Q505H0_MOUSE
244219	ZN668_MOUSE
17925	E9PWZ6_MOUSE
17925	E9PZW8_MOUSE
17925	E9QKV6_MOUSE
17925	Q3TRQ0_MOUSE
66595	ASTE1_MOUSE
66595	E9Q1A4_MOUSE
66932	REXO1_MOUSE
22215	E9QKT1_MOUSE
22215	Q5DTH1_MOUSE
22215	Q8CE29_MOUSE
11867	ARC1B_MOUSE
213326	G5E8J9_MOUSE
213326	SCYL2_MOUSE
327942	PIGL_MOUSE
68142	INO80_MOUSE
22694	Q3V142_MOUSE
22694	ZN271_MOUSE
75570	NHEJ1_MOUSE
66676	D3YZZ5_MOUSE
12455	CCNT1_MOUSE
67894	FA45A_MOUSE
67894	Q3TH34_MOUSE
226861	HHAT_MOUSE
80985	Q4KMS1_MOUSE
80985	TRI44_MOUSE
22376	Q53WY0_MOUSE
22376	WASP_MOUSE
244418	E9QLH9_MOUSE
244418	SG223_MOUSE
18120	RM49_MOUSE
11842	ARF3_MOUSE
11842	Q3U344_MOUSE
56426	PDC10_MOUSE
56772	AF1Q_MOUSE
56772	Q543U0_MOUSE
317757	GIMA5_MOUSE
56314	Q5DTG4_MOUSE
56314	Q8C689_MOUSE
16363	IRF2_MOUSE
16363	Q3U2Z2_MOUSE
276852	CQ080_MOUSE
26992	BRD7_MOUSE
100434	A2AMH3_MOUSE
100434	A2AMH4_MOUSE
100434	A2AMH5_MOUSE
100434	CTL1_MOUSE
66914	VPS28_MOUSE
68196	HSBP1_MOUSE
117590	ASB10_MOUSE
117590	D3YU18_MOUSE
12540	CDC42_MOUSE
67563	NARFL_MOUSE
192157	SOCS7_MOUSE
102626	MAPK3_MOUSE
217039	GGNB2_MOUSE
237500	G5E8C4_MOUSE
237500	TMTC3_MOUSE
59069	D3Z6I8_MOUSE
59069	Q58E70_MOUSE
59069	Q8C7C3_MOUSE
59069	Q8K0Z5_MOUSE
59069	TPM3_MOUSE
100038538	Q3TQP0_MOUSE
22026	G3X9W4_MOUSE
22026	NR2C2_MOUSE
22026	Q3ZAS1_MOUSE
17347	MKNK2_MOUSE
226016	AB17B_MOUSE
226562	PRC2C_MOUSE
66606	Q8JZX5_MOUSE
19230	TWF1_MOUSE
15466	HRH2_MOUSE
15466	Q3ZB30_MOUSE
15466	Q9QX37_MOUSE
14154	FM1AA_MOUSE
17068	LY6D_MOUSE
74012	Q6ZWR0_MOUSE
74012	RAP2B_MOUSE
76295	E9Q0M7_MOUSE
76295	Q6DFW5_MOUSE
233489	PICAL_MOUSE
233489	Q3TD51_MOUSE
233489	Q570Z8_MOUSE
69372	MOCS3_MOUSE
234854	CDK10_MOUSE
234854	Q0VH02_MOUSE
19298	PEX19_MOUSE
56077	DGKE_MOUSE
67615	UB2R2_MOUSE
207781	E9Q3C1_MOUSE
207781	Q5DTR6_MOUSE
381921	TAOK2_MOUSE
15953	Q61635_MOUSE
13368	DFFB_MOUSE
13368	Q7TS81_MOUSE
13368	Q8BP66_MOUSE
54217	Q6ZWZ4_MOUSE
29871	SCMH1_MOUSE
68816	B9EJX8_MOUSE
68816	PPIL1_MOUSE
109108	F8WHL1_MOUSE
109108	ZNT9_MOUSE
22439	Q059K7_MOUSE
22439	XK_MOUSE
101985	USB1_MOUSE
547176	G3X9I7_MOUSE
547176	Q3UYJ7_MOUSE
231571	RPAP2_MOUSE
73385	F177A_MOUSE
13716	ELL_MOUSE
56690	DCMC_MOUSE
66753	ERLEC_MOUSE
17999	B2RSC8_MOUSE
17999	NEDD4_MOUSE
215474	SC22C_MOUSE
76895	BICD2_MOUSE
76895	D3Z390_MOUSE
236899	PCY1B_MOUSE
242785	KLH21_MOUSE
54367	ZN326_MOUSE
268470	UBE2Z_MOUSE
230249	ECM29_MOUSE
19364	B1ARD4_MOUSE
19364	B5LBC4_MOUSE
19364	Q3UGT8_MOUSE
19364	Q9EP85_MOUSE
19364	RA51D_MOUSE
103236	KC1G2_MOUSE
103236	Q99K78_MOUSE
22717	F8VPX4_MOUSE
271981	E9Q1W7_MOUSE
271981	TBCK_MOUSE
76688	ARFRP_MOUSE
76688	E9PZK7_MOUSE
76688	Q80SX7_MOUSE
212919	KCTD7_MOUSE
81000	ARIP4_MOUSE
81000	E9QKL0_MOUSE
97287	MTMRE_MOUSE
382030	NEPR1_MOUSE
93760	ARI1A_MOUSE
93760	E9QAQ7_MOUSE
237422	RIC8B_MOUSE
212712	Q546B3_MOUSE
212712	SATB2_MOUSE
18704	F8VPL2_MOUSE
18704	P3C2A_MOUSE
268420	ALKB5_MOUSE
19141	A2RTI3_MOUSE
19141	LGMN_MOUSE
68323	NUD22_MOUSE
50773	NT5C_MOUSE
68682	CTL2_MOUSE
19082	AAKG1_MOUSE
19082	Q3TWR3_MOUSE
67072	CD37L_MOUSE
217716	Q68FG1_MOUSE
67136	KBTB4_MOUSE
18109	MYCN_MOUSE
18109	Q3UII1_MOUSE
11632	AIP_MOUSE
22628	1433G_MOUSE
22628	A8IP69_MOUSE
270669	MBTP2_MOUSE
236733	Q3TFK2_MOUSE
236733	Q8BX45_MOUSE
236733	Q8C0C2_MOUSE
236733	UBP11_MOUSE
52715	CCD43_MOUSE
14672	GNA11_MOUSE
14672	Q3UPA1_MOUSE
11793	ATG5_MOUSE
22770	Q5DTL2_MOUSE
22770	ZHX1_MOUSE
68817	DDI2_MOUSE
17864	MYBA_MOUSE
233890	ZN768_MOUSE
20402	Q8C235_MOUSE
20402	R4GML0_MOUSE
20402	ZN106_MOUSE
54189	RABE1_MOUSE
15251	HIF1A_MOUSE
15251	Q3UCW2_MOUSE
83410	CSTFT_MOUSE
66552	SPP2A_MOUSE
96957	TMM62_MOUSE
103284	ZC3HA_MOUSE
19044	PPOX_MOUSE
19044	Q3UQA3_MOUSE
207740	UBAD1_MOUSE
16548	E9Q1Q9_MOUSE
16548	KHK_MOUSE
67905	E9Q2I3_MOUSE
67905	F8WGF9_MOUSE
67905	PPM1M_MOUSE
67772	CHD8_MOUSE
320661	E9QPJ5_MOUSE
320661	K0232_MOUSE
16709	F8VQC7_MOUSE
16709	KTN1_MOUSE
68999	APC10_MOUSE
18975	Q3UG70_MOUSE
18975	Q3UZX3_MOUSE
18975	Q75WC0_MOUSE
26931	2A5G_MOUSE
26931	Q6ZQK4_MOUSE
67158	E9QJT3_MOUSE
56457	CLPT1_MOUSE
76784	IF2M_MOUSE
78286	Q6ZPE7_MOUSE
78286	Q8BJG0_MOUSE
78286	Q8BYE8_MOUSE
78286	Q8BYJ2_MOUSE
78286	V9GX91_MOUSE
78286	V9GXT3_MOUSE
28075	DESI1_MOUSE
68977	D3YZU6_MOUSE
68977	HAGHL_MOUSE
73061	Q8CCR8_MOUSE
73061	Q8K193_MOUSE
50849	D3Z1N2_MOUSE
50849	H7BX06_MOUSE
50849	RNF10_MOUSE
330474	E9Q8K8_MOUSE
330474	Q6ISX3_MOUSE
330474	Q6PAI8_MOUSE
330474	ZC3H4_MOUSE
67647	E9Q2T4_MOUSE
67647	Q8CE67_MOUSE
56697	AKA10_MOUSE
68299	VPS53_MOUSE
56220	Q1WWJ5_MOUSE
56220	Q3TN43_MOUSE
72041	ALKB4_MOUSE
15979	INGR1_MOUSE
13185	DSCR3_MOUSE
208718	DI3L2_MOUSE
67117	DYLT3_MOUSE
67117	Q542J7_MOUSE
19336	Q0PD31_MOUSE
19336	RAB24_MOUSE
241303	A2ATN4_MOUSE
241303	FA78A_MOUSE
621976	T170B_MOUSE
18571	PDC6I_MOUSE
18571	Q80Y09_MOUSE
68558	ANRA2_MOUSE
68558	Q3UTL3_MOUSE
68558	Q6AXE4_MOUSE
68558	Q6NZJ1_MOUSE
68558	Q8C4M9_MOUSE
20818	SRPRB_MOUSE
67889	RBM18_MOUSE
227800	B2RRC5_MOUSE
227800	RBGP1_MOUSE
329777	GPI8_MOUSE
329777	Q8BL63_MOUSE
17101	G5E8Q0_MOUSE
17101	LYST_MOUSE
74168	ZDH16_MOUSE
230848	Q6PCS8_MOUSE
94067	Q5RL20_MOUSE
67031	Q3ULJ3_MOUSE
14790	C10_MOUSE
66394	NOSIP_MOUSE
66866	B2RR26_MOUSE
66866	NHLC2_MOUSE
56376	D9J2Z9_MOUSE
56376	D9J300_MOUSE
56376	D9J301_MOUSE
56376	D9J302_MOUSE
56376	D9J303_MOUSE
56376	E9Q8P5_MOUSE
56376	PDLI5_MOUSE
56376	Q9CRA2_MOUSE
19943	Q5M9J8_MOUSE
19943	RL28_MOUSE
78523	Q14B21_MOUSE
